X,CH1,
-2.7368000e-01,2.00000e-04,
-2.7364001e-01,-2.00000e-04,
-2.7360001e-01,-2.00000e-04,
-2.7355999e-01,-4.00000e-04,
-2.7351999e-01,0.00000e+00,
-2.7348000e-01,-2.00000e-04,
-2.7344000e-01,0.00000e+00,
-2.7340001e-01,-2.00000e-04,
-2.7335998e-01,-4.00000e-04,
-2.7331999e-01,-4.00000e-04,
-2.7327999e-01,-4.00000e-04,
-2.7324000e-01,-2.00000e-04,
-2.7320001e-01,-2.00000e-04,
-2.7316001e-01,2.00000e-04,
-2.7311999e-01,4.00000e-04,
-2.7307999e-01,2.00000e-04,
-2.7304000e-01,4.00000e-04,
-2.7300000e-01,4.00000e-04,
-2.7296001e-01,2.00000e-04,
-2.7292001e-01,2.00000e-04,
-2.7287999e-01,2.00000e-04,
-2.7283999e-01,0.00000e+00,
-2.7280000e-01,-2.00000e-04,
-2.7276000e-01,0.00000e+00,
-2.7272001e-01,-4.00000e-04,
-2.7267998e-01,-4.00000e-04,
-2.7263999e-01,-6.00000e-04,
-2.7260000e-01,-2.00000e-04,
-2.7256000e-01,4.00000e-04,
-2.7252001e-01,6.00000e-04,
-2.7248001e-01,4.00000e-04,
-2.7243999e-01,4.00000e-04,
-2.7239999e-01,0.00000e+00,
-2.7236000e-01,2.00000e-04,
-2.7232000e-01,4.00000e-04,
-2.7228001e-01,4.00000e-04,
-2.7223998e-01,2.00000e-04,
-2.7219999e-01,-2.00000e-04,
-2.7215999e-01,0.00000e+00,
-2.7212000e-01,2.00000e-04,
-2.7208000e-01,2.00000e-04,
-2.7204001e-01,2.00000e-04,
-2.7199998e-01,0.00000e+00,
-2.7195999e-01,2.00000e-04,
-2.7192000e-01,4.00000e-04,
-2.7188000e-01,2.00000e-04,
-2.7184001e-01,4.00000e-04,
-2.7180001e-01,4.00000e-04,
-2.7175999e-01,6.00000e-04,
-2.7171999e-01,6.00000e-04,
-2.7168000e-01,4.00000e-04,
-2.7164000e-01,0.00000e+00,
-2.7160001e-01,2.00000e-04,
-2.7155998e-01,0.00000e+00,
-2.7151999e-01,-4.00000e-04,
-2.7147999e-01,0.00000e+00,
-2.7144000e-01,0.00000e+00,
-2.7140000e-01,2.00000e-04,
-2.7136001e-01,0.00000e+00,
-2.7131999e-01,-2.00000e-04,
-2.7127999e-01,-2.00000e-04,
-2.7124000e-01,2.00000e-04,
-2.7120000e-01,0.00000e+00,
-2.7116001e-01,-2.00000e-04,
-2.7112001e-01,-2.00000e-04,
-2.7107999e-01,-4.00000e-04,
-2.7103999e-01,-6.00000e-04,
-2.7100000e-01,-2.00000e-04,
-2.7096000e-01,-2.00000e-04,
-2.7092001e-01,0.00000e+00,
-2.7087998e-01,0.00000e+00,
-2.7083999e-01,2.00000e-04,
-2.7079999e-01,4.00000e-04,
-2.7076000e-01,2.00000e-04,
-2.7072001e-01,2.00000e-04,
-2.7068001e-01,-2.00000e-04,
-2.7063999e-01,0.00000e+00,
-2.7059999e-01,-4.00000e-04,
-2.7056000e-01,-4.00000e-04,
-2.7052000e-01,-2.00000e-04,
-2.7048001e-01,2.00000e-04,
-2.7044001e-01,-2.00000e-04,
-2.7039999e-01,-2.00000e-04,
-2.7035999e-01,-4.00000e-04,
-2.7032000e-01,-6.00000e-04,
-2.7028000e-01,-6.00000e-04,
-2.7024001e-01,-2.00000e-04,
-2.7019998e-01,-2.00000e-04,
-2.7015999e-01,0.00000e+00,
-2.7011999e-01,2.00000e-04,
-2.7008000e-01,2.00000e-04,
-2.7004001e-01,0.00000e+00,
-2.7000001e-01,0.00000e+00,
-2.6995999e-01,-6.00000e-04,
-2.6991999e-01,-6.00000e-04,
-2.6988000e-01,-4.00000e-04,
-2.6984000e-01,-4.00000e-04,
-2.6980001e-01,-2.00000e-04,
-2.6975998e-01,-2.00000e-04,
-2.6971999e-01,-2.00000e-04,
-2.6967999e-01,-2.00000e-04,
-2.6964000e-01,-2.00000e-04,
-2.6960000e-01,-2.00000e-04,
-2.6956001e-01,0.00000e+00,
-2.6951998e-01,0.00000e+00,
-2.6947999e-01,0.00000e+00,
-2.6944000e-01,2.00000e-04,
-2.6940000e-01,-2.00000e-04,
-2.6936001e-01,-2.00000e-04,
-2.6932001e-01,-2.00000e-04,
-2.6927999e-01,2.00000e-04,
-2.6923999e-01,4.00000e-04,
-2.6920000e-01,0.00000e+00,
-2.6916000e-01,2.00000e-04,
-2.6912001e-01,-2.00000e-04,
-2.6907998e-01,0.00000e+00,
-2.6903999e-01,-2.00000e-04,
-2.6899999e-01,2.00000e-04,
-2.6896000e-01,6.00000e-04,
-2.6892000e-01,8.00000e-04,
-2.6888001e-01,6.00000e-04,
-2.6883999e-01,2.00000e-04,
-2.6879999e-01,2.00000e-04,
-2.6876000e-01,0.00000e+00,
-2.6872000e-01,2.00000e-04,
-2.6868001e-01,2.00000e-04,
-2.6864001e-01,0.00000e+00,
-2.6859999e-01,0.00000e+00,
-2.6855999e-01,0.00000e+00,
-2.6852000e-01,-4.00000e-04,
-2.6848000e-01,-2.00000e-04,
-2.6844001e-01,0.00000e+00,
-2.6839998e-01,-2.00000e-04,
-2.6835999e-01,0.00000e+00,
-2.6831999e-01,0.00000e+00,
-2.6828000e-01,0.00000e+00,
-2.6824000e-01,0.00000e+00,
-2.6820001e-01,-2.00000e-04,
-2.6815999e-01,-2.00000e-04,
-2.6811999e-01,-2.00000e-04,
-2.6808000e-01,2.00000e-04,
-2.6804000e-01,-2.00000e-04,
-2.6800001e-01,0.00000e+00,
-2.6796001e-01,0.00000e+00,
-2.6791999e-01,2.00000e-04,
-2.6787999e-01,2.00000e-04,
-2.6784000e-01,0.00000e+00,
-2.6780000e-01,0.00000e+00,
-2.6776001e-01,2.00000e-04,
-2.6771998e-01,2.00000e-04,
-2.6767999e-01,2.00000e-04,
-2.6763999e-01,4.00000e-04,
-2.6760000e-01,2.00000e-04,
-2.6756001e-01,0.00000e+00,
-2.6752001e-01,2.00000e-04,
-2.6747999e-01,2.00000e-04,
-2.6743999e-01,2.00000e-04,
-2.6740000e-01,4.00000e-04,
-2.6736000e-01,6.00000e-04,
-2.6732001e-01,4.00000e-04,
-2.6728001e-01,2.00000e-04,
-2.6723999e-01,2.00000e-04,
-2.6719999e-01,2.00000e-04,
-2.6716000e-01,0.00000e+00,
-2.6712000e-01,-6.00000e-04,
-2.6708001e-01,-6.00000e-04,
-2.6703998e-01,-4.00000e-04,
-2.6699999e-01,-2.00000e-04,
-2.6696000e-01,-2.00000e-04,
-2.6692000e-01,2.00000e-04,
-2.6688001e-01,0.00000e+00,
-2.6684001e-01,4.00000e-04,
-2.6679999e-01,4.00000e-04,
-2.6675999e-01,6.00000e-04,
-2.6672000e-01,4.00000e-04,
-2.6668000e-01,4.00000e-04,
-2.6664001e-01,6.00000e-04,
-2.6659998e-01,4.00000e-04,
-2.6655999e-01,2.00000e-04,
-2.6651999e-01,0.00000e+00,
-2.6648000e-01,0.00000e+00,
-2.6644000e-01,0.00000e+00,
-2.6640001e-01,2.00000e-04,
-2.6635998e-01,2.00000e-04,
-2.6631999e-01,4.00000e-04,
-2.6628000e-01,4.00000e-04,
-2.6624000e-01,6.00000e-04,
-2.6620001e-01,2.00000e-04,
-2.6616001e-01,2.00000e-04,
-2.6611999e-01,4.00000e-04,
-2.6607999e-01,4.00000e-04,
-2.6604000e-01,0.00000e+00,
-2.6600000e-01,2.00000e-04,
-2.6596001e-01,2.00000e-04,
-2.6591998e-01,4.00000e-04,
-2.6587999e-01,2.00000e-04,
-2.6583999e-01,4.00000e-04,
-2.6580000e-01,4.00000e-04,
-2.6576000e-01,2.00000e-04,
-2.6572001e-01,2.00000e-04,
-2.6567999e-01,2.00000e-04,
-2.6563999e-01,0.00000e+00,
-2.6560000e-01,2.00000e-04,
-2.6556000e-01,6.00000e-04,
-2.6552001e-01,6.00000e-04,
-2.6548001e-01,4.00000e-04,
-2.6543999e-01,4.00000e-04,
-2.6539999e-01,0.00000e+00,
-2.6536000e-01,2.00000e-04,
-2.6532000e-01,0.00000e+00,
-2.6528001e-01,-2.00000e-04,
-2.6523998e-01,0.00000e+00,
-2.6519999e-01,0.00000e+00,
-2.6515999e-01,-2.00000e-04,
-2.6512000e-01,-6.00000e-04,
-2.6508000e-01,-6.00000e-04,
-2.6504001e-01,-4.00000e-04,
-2.6499999e-01,-2.00000e-04,
-2.6495999e-01,2.00000e-04,
-2.6492000e-01,2.00000e-04,
-2.6488000e-01,0.00000e+00,
-2.6484001e-01,4.00000e-04,
-2.6480001e-01,2.00000e-04,
-2.6475999e-01,2.00000e-04,
-2.6471999e-01,2.00000e-04,
-2.6468000e-01,2.00000e-04,
-2.6464000e-01,4.00000e-04,
-2.6460001e-01,2.00000e-04,
-2.6455998e-01,6.00000e-04,
-2.6451999e-01,2.00000e-04,
-2.6447999e-01,2.00000e-04,
-2.6444000e-01,0.00000e+00,
-2.6440001e-01,2.00000e-04,
-2.6436001e-01,6.00000e-04,
-2.6431999e-01,2.00000e-04,
-2.6427999e-01,0.00000e+00,
-2.6424000e-01,0.00000e+00,
-2.6420000e-01,-2.00000e-04,
-2.6416001e-01,-4.00000e-04,
-2.6412001e-01,-6.00000e-04,
-2.6407999e-01,-6.00000e-04,
-2.6403999e-01,-4.00000e-04,
-2.6400000e-01,0.00000e+00,
-2.6396000e-01,2.00000e-04,
-2.6392001e-01,8.00000e-04,
-2.6387998e-01,1.00000e-03,
-2.6383999e-01,1.00000e-03,
-2.6380000e-01,1.00000e-03,
-2.6376000e-01,6.00000e-04,
-2.6372001e-01,2.00000e-04,
-2.6368001e-01,0.00000e+00,
-2.6363999e-01,2.00000e-04,
-2.6359999e-01,0.00000e+00,
-2.6356000e-01,2.00000e-04,
-2.6352000e-01,2.00000e-04,
-2.6348001e-01,4.00000e-04,
-2.6343998e-01,2.00000e-04,
-2.6339999e-01,0.00000e+00,
-2.6335999e-01,0.00000e+00,
-2.6332000e-01,2.00000e-04,
-2.6328000e-01,0.00000e+00,
-2.6324001e-01,2.00000e-04,
-2.6319999e-01,2.00000e-04,
-2.6315999e-01,4.00000e-04,
-2.6312000e-01,4.00000e-04,
-2.6308000e-01,6.00000e-04,
-2.6304001e-01,8.00000e-04,
-2.6300001e-01,6.00000e-04,
-2.6295999e-01,4.00000e-04,
-2.6291999e-01,2.00000e-04,
-2.6288000e-01,0.00000e+00,
-2.6284000e-01,2.00000e-04,
-2.6280001e-01,4.00000e-04,
-2.6275998e-01,6.00000e-04,
-2.6271999e-01,4.00000e-04,
-2.6267999e-01,4.00000e-04,
-2.6264000e-01,2.00000e-04,
-2.6260000e-01,4.00000e-04,
-2.6256001e-01,6.00000e-04,
-2.6251999e-01,4.00000e-04,
-2.6247999e-01,4.00000e-04,
-2.6244000e-01,0.00000e+00,
-2.6240000e-01,2.00000e-04,
-2.6236001e-01,0.00000e+00,
-2.6232001e-01,-2.00000e-04,
-2.6227999e-01,-4.00000e-04,
-2.6223999e-01,-4.00000e-04,
-2.6220000e-01,-2.00000e-04,
-2.6216000e-01,0.00000e+00,
-2.6212001e-01,-2.00000e-04,
-2.6207998e-01,-2.00000e-04,
-2.6203999e-01,-2.00000e-04,
-2.6199999e-01,-2.00000e-04,
-2.6196000e-01,-4.00000e-04,
-2.6192001e-01,-2.00000e-04,
-2.6188001e-01,0.00000e+00,
-2.6183999e-01,-4.00000e-04,
-2.6179999e-01,-2.00000e-04,
-2.6176000e-01,0.00000e+00,
-2.6172000e-01,0.00000e+00,
-2.6168001e-01,2.00000e-04,
-2.6164001e-01,0.00000e+00,
-2.6159999e-01,-2.00000e-04,
-2.6155999e-01,-4.00000e-04,
-2.6152000e-01,-4.00000e-04,
-2.6148000e-01,-2.00000e-04,
-2.6144001e-01,0.00000e+00,
-2.6139998e-01,-4.00000e-04,
-2.6135999e-01,0.00000e+00,
-2.6131999e-01,0.00000e+00,
-2.6128000e-01,2.00000e-04,
-2.6124001e-01,4.00000e-04,
-2.6120001e-01,4.00000e-04,
-2.6115999e-01,2.00000e-04,
-2.6111999e-01,0.00000e+00,
-2.6108000e-01,0.00000e+00,
-2.6104000e-01,2.00000e-04,
-2.6100001e-01,2.00000e-04,
-2.6096001e-01,0.00000e+00,
-2.6091999e-01,0.00000e+00,
-2.6087999e-01,-2.00000e-04,
-2.6084000e-01,-4.00000e-04,
-2.6080000e-01,-2.00000e-04,
-2.6076001e-01,-4.00000e-04,
-2.6071998e-01,-2.00000e-04,
-2.6067999e-01,-2.00000e-04,
-2.6064000e-01,-4.00000e-04,
-2.6060000e-01,-6.00000e-04,
-2.6056001e-01,-6.00000e-04,
-2.6052001e-01,-4.00000e-04,
-2.6047999e-01,-4.00000e-04,
-2.6043999e-01,4.00000e-04,
-2.6040000e-01,2.00000e-04,
-2.6036000e-01,0.00000e+00,
-2.6032001e-01,2.00000e-04,
-2.6027998e-01,4.00000e-04,
-2.6023999e-01,2.00000e-04,
-2.6019999e-01,-2.00000e-04,
-2.6016000e-01,-6.00000e-04,
-2.6012000e-01,-2.00000e-04,
-2.6008001e-01,0.00000e+00,
-2.6003999e-01,0.00000e+00,
-2.5999999e-01,0.00000e+00,
-2.5996000e-01,0.00000e+00,
-2.5992000e-01,2.00000e-04,
-2.5988001e-01,0.00000e+00,
-2.5984001e-01,-2.00000e-04,
-2.5979999e-01,-2.00000e-04,
-2.5975999e-01,-4.00000e-04,
-2.5972000e-01,0.00000e+00,
-2.5968000e-01,-2.00000e-04,
-2.5964001e-01,-4.00000e-04,
-2.5959998e-01,-2.00000e-04,
-2.5955999e-01,-2.00000e-04,
-2.5951999e-01,2.00000e-04,
-2.5948000e-01,2.00000e-04,
-2.5944000e-01,0.00000e+00,
-2.5940001e-01,-2.00000e-04,
-2.5935999e-01,2.00000e-04,
-2.5931999e-01,0.00000e+00,
-2.5928000e-01,0.00000e+00,
-2.5924000e-01,-4.00000e-04,
-2.5920001e-01,-4.00000e-04,
-2.5916001e-01,-4.00000e-04,
-2.5911999e-01,-6.00000e-04,
-2.5907999e-01,-6.00000e-04,
-2.5904000e-01,-4.00000e-04,
-2.5900000e-01,-2.00000e-04,
-2.5896001e-01,-2.00000e-04,
-2.5891998e-01,-2.00000e-04,
-2.5887999e-01,0.00000e+00,
-2.5883999e-01,0.00000e+00,
-2.5880000e-01,-4.00000e-04,
-2.5876001e-01,-4.00000e-04,
-2.5872001e-01,-4.00000e-04,
-2.5867999e-01,-2.00000e-04,
-2.5863999e-01,2.00000e-04,
-2.5860000e-01,0.00000e+00,
-2.5856000e-01,0.00000e+00,
-2.5852001e-01,2.00000e-04,
-2.5848001e-01,4.00000e-04,
-2.5843999e-01,2.00000e-04,
-2.5839999e-01,2.00000e-04,
-2.5836000e-01,-2.00000e-04,
-2.5832000e-01,-2.00000e-04,
-2.5828001e-01,-6.00000e-04,
-2.5823998e-01,-6.00000e-04,
-2.5819999e-01,-6.00000e-04,
-2.5816000e-01,-6.00000e-04,
-2.5812000e-01,-6.00000e-04,
-2.5808001e-01,-6.00000e-04,
-2.5804001e-01,-4.00000e-04,
-2.5799999e-01,0.00000e+00,
-2.5795999e-01,0.00000e+00,
-2.5792000e-01,2.00000e-04,
-2.5788000e-01,2.00000e-04,
-2.5784001e-01,0.00000e+00,
-2.5780001e-01,2.00000e-04,
-2.5775999e-01,2.00000e-04,
-2.5771999e-01,2.00000e-04,
-2.5768000e-01,2.00000e-04,
-2.5764000e-01,4.00000e-04,
-2.5760001e-01,2.00000e-04,
-2.5755998e-01,0.00000e+00,
-2.5751999e-01,2.00000e-04,
-2.5748000e-01,4.00000e-04,
-2.5744000e-01,4.00000e-04,
-2.5740001e-01,0.00000e+00,
-2.5736001e-01,2.00000e-04,
-2.5731999e-01,2.00000e-04,
-2.5727999e-01,2.00000e-04,
-2.5724000e-01,2.00000e-04,
-2.5720000e-01,0.00000e+00,
-2.5716001e-01,2.00000e-04,
-2.5711998e-01,2.00000e-04,
-2.5707999e-01,-2.00000e-04,
-2.5703999e-01,-2.00000e-04,
-2.5700000e-01,-2.00000e-04,
-2.5696000e-01,-2.00000e-04,
-2.5692001e-01,2.00000e-04,
-2.5687999e-01,0.00000e+00,
-2.5683999e-01,-2.00000e-04,
-2.5680000e-01,-2.00000e-04,
-2.5676000e-01,-2.00000e-04,
-2.5672001e-01,0.00000e+00,
-2.5668001e-01,2.00000e-04,
-2.5663999e-01,2.00000e-04,
-2.5659999e-01,6.00000e-04,
-2.5656000e-01,8.00000e-04,
-2.5652000e-01,6.00000e-04,
-2.5648001e-01,0.00000e+00,
-2.5643998e-01,-4.00000e-04,
-2.5639999e-01,-2.00000e-04,
-2.5635999e-01,-4.00000e-04,
-2.5632000e-01,0.00000e+00,
-2.5628000e-01,2.00000e-04,
-2.5624001e-01,0.00000e+00,
-2.5619999e-01,2.00000e-04,
-2.5615999e-01,0.00000e+00,
-2.5612000e-01,-4.00000e-04,
-2.5608000e-01,-2.00000e-04,
-2.5604001e-01,2.00000e-04,
-2.5600001e-01,2.00000e-04,
-2.5595999e-01,2.00000e-04,
-2.5591999e-01,6.00000e-04,
-2.5588000e-01,2.00000e-04,
-2.5584000e-01,2.00000e-04,
-2.5580001e-01,6.00000e-04,
-2.5575998e-01,2.00000e-04,
-2.5571999e-01,0.00000e+00,
-2.5567999e-01,-2.00000e-04,
-2.5564000e-01,0.00000e+00,
-2.5560001e-01,2.00000e-04,
-2.5556001e-01,4.00000e-04,
-2.5551999e-01,8.00000e-04,
-2.5547999e-01,6.00000e-04,
-2.5544000e-01,2.00000e-04,
-2.5540000e-01,2.00000e-04,
-2.5536001e-01,-2.00000e-04,
-2.5532001e-01,0.00000e+00,
-2.5527999e-01,-4.00000e-04,
-2.5523999e-01,2.00000e-04,
-2.5520000e-01,0.00000e+00,
-2.5516000e-01,-4.00000e-04,
-2.5512001e-01,-2.00000e-04,
-2.5507998e-01,-2.00000e-04,
-2.5503999e-01,-2.00000e-04,
-2.5500000e-01,-6.00000e-04,
-2.5496000e-01,-4.00000e-04,
-2.5492001e-01,0.00000e+00,
-2.5488001e-01,2.00000e-04,
-2.5483999e-01,0.00000e+00,
-2.5479999e-01,0.00000e+00,
-2.5476000e-01,-2.00000e-04,
-2.5472000e-01,-4.00000e-04,
-2.5468001e-01,-2.00000e-04,
-2.5463998e-01,-2.00000e-04,
-2.5459999e-01,-6.00000e-04,
-2.5455999e-01,-6.00000e-04,
-2.5452000e-01,-6.00000e-04,
-2.5448000e-01,-4.00000e-04,
-2.5444001e-01,0.00000e+00,
-2.5439999e-01,2.00000e-04,
-2.5435999e-01,0.00000e+00,
-2.5432000e-01,2.00000e-04,
-2.5428000e-01,2.00000e-04,
-2.5424001e-01,4.00000e-04,
-2.5420001e-01,0.00000e+00,
-2.5415999e-01,0.00000e+00,
-2.5411999e-01,0.00000e+00,
-2.5408000e-01,0.00000e+00,
-2.5404000e-01,-2.00000e-04,
-2.5400001e-01,-6.00000e-04,
-2.5395998e-01,-4.00000e-04,
-2.5391999e-01,0.00000e+00,
-2.5387999e-01,-2.00000e-04,
-2.5384000e-01,-4.00000e-04,
-2.5380000e-01,-4.00000e-04,
-2.5376001e-01,0.00000e+00,
-2.5371999e-01,-2.00000e-04,
-2.5367999e-01,-2.00000e-04,
-2.5364000e-01,-2.00000e-04,
-2.5360000e-01,0.00000e+00,
-2.5356001e-01,0.00000e+00,
-2.5352001e-01,0.00000e+00,
-2.5347999e-01,-4.00000e-04,
-2.5343999e-01,-6.00000e-04,
-2.5340000e-01,-6.00000e-04,
-2.5336000e-01,-6.00000e-04,
-2.5332001e-01,-8.00000e-04,
-2.5327998e-01,-4.00000e-04,
-2.5323999e-01,-4.00000e-04,
-2.5319999e-01,-2.00000e-04,
-2.5316000e-01,-2.00000e-04,
-2.5312001e-01,2.00000e-04,
-2.5308001e-01,2.00000e-04,
-2.5303999e-01,0.00000e+00,
-2.5299999e-01,2.00000e-04,
-2.5296000e-01,2.00000e-04,
-2.5292000e-01,0.00000e+00,
-2.5288001e-01,-4.00000e-04,
-2.5284001e-01,-2.00000e-04,
-2.5279999e-01,-2.00000e-04,
-2.5275999e-01,-4.00000e-04,
-2.5272000e-01,-4.00000e-04,
-2.5268000e-01,-4.00000e-04,
-2.5264001e-01,-4.00000e-04,
-2.5259998e-01,-4.00000e-04,
-2.5255999e-01,-6.00000e-04,
-2.5251999e-01,-4.00000e-04,
-2.5248000e-01,-6.00000e-04,
-2.5244001e-01,-4.00000e-04,
-2.5240001e-01,-4.00000e-04,
-2.5235999e-01,-2.00000e-04,
-2.5231999e-01,-6.00000e-04,
-2.5228000e-01,-4.00000e-04,
-2.5224000e-01,-4.00000e-04,
-2.5220001e-01,-6.00000e-04,
-2.5216001e-01,-6.00000e-04,
-2.5211999e-01,-6.00000e-04,
-2.5207999e-01,-2.00000e-04,
-2.5204000e-01,-6.00000e-04,
-2.5200000e-01,-6.00000e-04,
-2.5196001e-01,-2.00000e-04,
-2.5191998e-01,-2.00000e-04,
-2.5187999e-01,0.00000e+00,
-2.5184000e-01,2.00000e-04,
-2.5180000e-01,0.00000e+00,
-2.5176001e-01,-2.00000e-04,
-2.5172001e-01,0.00000e+00,
-2.5167999e-01,0.00000e+00,
-2.5163999e-01,-2.00000e-04,
