X,CH1,
Second,Volt,
-1.0007999e-01,8.00000e-04,
-1.0004000e-01,1.60000e-03,
-1.0000000e-01,1.60000e-03,
-9.9959992e-02,8.00000e-04,
-9.9919997e-02,8.00000e-04,
-9.9879988e-02,8.00000e-04,
-9.9839993e-02,8.00000e-04,
-9.9799998e-02,8.00000e-04,
-9.9759988e-02,0.00000e+00,
-9.9719994e-02,8.00000e-04,
-9.9679999e-02,1.60000e-03,
-9.9639989e-02,8.00000e-04,
-9.9599995e-02,0.00000e+00,
-9.9560000e-02,8.00000e-04,
-9.9519990e-02,8.00000e-04,
-9.9479996e-02,8.00000e-04,
-9.9440001e-02,8.00000e-04,
-9.9399991e-02,8.00000e-04,
-9.9359997e-02,0.00000e+00,
-9.9320002e-02,8.00000e-04,
-9.9279992e-02,0.00000e+00,
-9.9239998e-02,8.00000e-04,
-9.9199988e-02,0.00000e+00,
-9.9159993e-02,0.00000e+00,
-9.9119999e-02,-1.60000e-03,
-9.9079989e-02,-1.60000e-03,
-9.9039994e-02,-1.60000e-03,
-9.8999999e-02,-8.00000e-04,
-9.8959990e-02,-8.00000e-04,
-9.8919995e-02,-8.00000e-04,
-9.8880000e-02,0.00000e+00,
-9.8839991e-02,-8.00000e-04,
-9.8799996e-02,-1.60000e-03,
-9.8760001e-02,-8.00000e-04,
-9.8719992e-02,-8.00000e-04,
-9.8679997e-02,-8.00000e-04,
-9.8639987e-02,-8.00000e-04,
-9.8599993e-02,-1.60000e-03,
-9.8559998e-02,-8.00000e-04,
-9.8519988e-02,-8.00000e-04,
-9.8479994e-02,-8.00000e-04,
-9.8439999e-02,-8.00000e-04,
-9.8399989e-02,-8.00000e-04,
-9.8359995e-02,-8.00000e-04,
-9.8320000e-02,-8.00000e-04,
-9.8279990e-02,-8.00000e-04,
-9.8239996e-02,-8.00000e-04,
-9.8200001e-02,0.00000e+00,
-9.8159991e-02,0.00000e+00,
-9.8119996e-02,-8.00000e-04,
-9.8080002e-02,-8.00000e-04,
-9.8039992e-02,8.00000e-04,
-9.7999997e-02,8.00000e-04,
-9.7959988e-02,0.00000e+00,
-9.7919993e-02,0.00000e+00,
-9.7879998e-02,0.00000e+00,
-9.7839989e-02,0.00000e+00,
-9.7799994e-02,0.00000e+00,
-9.7759999e-02,-8.00000e-04,
-9.7719990e-02,-8.00000e-04,
-9.7679995e-02,-8.00000e-04,
-9.7640000e-02,0.00000e+00,
-9.7599991e-02,0.00000e+00,
-9.7559996e-02,0.00000e+00,
-9.7520001e-02,0.00000e+00,
-9.7479992e-02,0.00000e+00,
-9.7439997e-02,8.00000e-04,
-9.7399987e-02,1.60000e-03,
-9.7359993e-02,8.00000e-04,
-9.7319998e-02,1.60000e-03,
-9.7279988e-02,1.60000e-03,
-9.7239994e-02,1.60000e-03,
-9.7199999e-02,1.60000e-03,
-9.7159989e-02,1.60000e-03,
-9.7119994e-02,8.00000e-04,
-9.7080000e-02,1.60000e-03,
-9.7039990e-02,1.60000e-03,
-9.6999995e-02,2.40000e-03,
-9.6960001e-02,1.60000e-03,
-9.6919991e-02,1.60000e-03,
-9.6879996e-02,8.00000e-04,
-9.6840002e-02,8.00000e-04,
-9.6799992e-02,8.00000e-04,
-9.6759997e-02,0.00000e+00,
-9.6719988e-02,0.00000e+00,
-9.6679993e-02,8.00000e-04,
-9.6639998e-02,0.00000e+00,
-9.6599989e-02,8.00000e-04,
-9.6559994e-02,0.00000e+00,
-9.6519999e-02,8.00000e-04,
-9.6479990e-02,8.00000e-04,
-9.6439995e-02,8.00000e-04,
-9.6400000e-02,8.00000e-04,
-9.6359991e-02,8.00000e-04,
-9.6319996e-02,8.00000e-04,
-9.6280001e-02,0.00000e+00,
-9.6239991e-02,0.00000e+00,
-9.6199997e-02,-8.00000e-04,
-9.6160002e-02,0.00000e+00,
-9.6119992e-02,0.00000e+00,
-9.6079998e-02,-8.00000e-04,
-9.6039988e-02,0.00000e+00,
-9.5999993e-02,0.00000e+00,
-9.5959999e-02,-8.00000e-04,
-9.5919989e-02,-8.00000e-04,
-9.5879994e-02,-8.00000e-04,
-9.5840000e-02,-8.00000e-04,
-9.5799990e-02,0.00000e+00,
-9.5759995e-02,8.00000e-04,
-9.5720001e-02,8.00000e-04,
-9.5679991e-02,1.60000e-03,
-9.5639996e-02,8.00000e-04,
-9.5600002e-02,0.00000e+00,
-9.5559992e-02,1.60000e-03,
-9.5519997e-02,8.00000e-04,
-9.5479988e-02,1.60000e-03,
-9.5439993e-02,8.00000e-04,
-9.5399998e-02,1.60000e-03,
-9.5359989e-02,1.60000e-03,
-9.5319994e-02,1.60000e-03,
-9.5279999e-02,1.60000e-03,
-9.5239989e-02,1.60000e-03,
-9.5199995e-02,1.60000e-03,
-9.5160000e-02,1.60000e-03,
-9.5119990e-02,8.00000e-04,
-9.5079996e-02,1.60000e-03,
-9.5040001e-02,1.60000e-03,
-9.4999991e-02,0.00000e+00,
-9.4959997e-02,1.60000e-03,
-9.4920002e-02,1.60000e-03,
-9.4879992e-02,1.60000e-03,
-9.4839998e-02,8.00000e-04,
-9.4799988e-02,8.00000e-04,
-9.4759993e-02,1.60000e-03,
-9.4719999e-02,8.00000e-04,
-9.4679989e-02,8.00000e-04,
-9.4639994e-02,0.00000e+00,
-9.4599999e-02,8.00000e-04,
-9.4559990e-02,1.60000e-03,
-9.4519995e-02,8.00000e-04,
-9.4480000e-02,1.60000e-03,
-9.4439991e-02,1.60000e-03,
-9.4399996e-02,1.60000e-03,
-9.4360001e-02,1.60000e-03,
-9.4319992e-02,1.60000e-03,
-9.4279997e-02,1.60000e-03,
-9.4239987e-02,1.60000e-03,
-9.4199993e-02,1.60000e-03,
-9.4159998e-02,1.60000e-03,
-9.4119988e-02,8.00000e-04,
-9.4079994e-02,8.00000e-04,
-9.4039999e-02,0.00000e+00,
-9.3999989e-02,-8.00000e-04,
-9.3959995e-02,-8.00000e-04,
-9.3920000e-02,-8.00000e-04,
-9.3879990e-02,-8.00000e-04,
-9.3839996e-02,-8.00000e-04,
-9.3800001e-02,0.00000e+00,
-9.3759991e-02,0.00000e+00,
-9.3719997e-02,8.00000e-04,
-9.3680002e-02,8.00000e-04,
-9.3639992e-02,8.00000e-04,
-9.3599997e-02,1.60000e-03,
-9.3559988e-02,1.60000e-03,
-9.3519993e-02,1.60000e-03,
-9.3479998e-02,0.00000e+00,
-9.3439989e-02,8.00000e-04,
-9.3399994e-02,8.00000e-04,
-9.3359999e-02,8.00000e-04,
-9.3319990e-02,8.00000e-04,
-9.3279995e-02,8.00000e-04,
-9.3240000e-02,8.00000e-04,
-9.3199991e-02,1.60000e-03,
-9.3159996e-02,8.00000e-04,
-9.3120001e-02,8.00000e-04,
-9.3079992e-02,0.00000e+00,
-9.3039997e-02,0.00000e+00,
-9.2999987e-02,8.00000e-04,
-9.2959993e-02,8.00000e-04,
-9.2919998e-02,-8.00000e-04,
-9.2879988e-02,0.00000e+00,
-9.2839994e-02,8.00000e-04,
-9.2799999e-02,8.00000e-04,
-9.2759989e-02,1.60000e-03,
-9.2719994e-02,1.60000e-03,
-9.2680000e-02,1.60000e-03,
-9.2639990e-02,1.60000e-03,
-9.2599995e-02,1.60000e-03,
-9.2560001e-02,8.00000e-04,
-9.2519991e-02,1.60000e-03,
-9.2479996e-02,1.60000e-03,
-9.2440002e-02,8.00000e-04,
-9.2399992e-02,0.00000e+00,
-9.2359997e-02,0.00000e+00,
-9.2319988e-02,1.60000e-03,
-9.2279993e-02,8.00000e-04,
-9.2239998e-02,8.00000e-04,
-9.2199989e-02,8.00000e-04,
-9.2159994e-02,8.00000e-04,
-9.2119999e-02,1.60000e-03,
-9.2079990e-02,1.60000e-03,
-9.2039995e-02,8.00000e-04,
-9.2000000e-02,1.60000e-03,
-9.1959991e-02,1.60000e-03,
-9.1919996e-02,8.00000e-04,
-9.1880001e-02,8.00000e-04,
-9.1839992e-02,0.00000e+00,
-9.1799997e-02,8.00000e-04,
-9.1760002e-02,0.00000e+00,
-9.1719992e-02,8.00000e-04,
-9.1679998e-02,8.00000e-04,
-9.1639988e-02,8.00000e-04,
-9.1599993e-02,8.00000e-04,
-9.1559999e-02,1.60000e-03,
-9.1519989e-02,8.00000e-04,
-9.1479994e-02,8.00000e-04,
-9.1440000e-02,8.00000e-04,
-9.1399990e-02,8.00000e-04,
-9.1359995e-02,0.00000e+00,
-9.1320001e-02,-8.00000e-04,
-9.1279991e-02,0.00000e+00,
-9.1239996e-02,0.00000e+00,
-9.1200002e-02,0.00000e+00,
-9.1159992e-02,0.00000e+00,
-9.1119997e-02,8.00000e-04,
-9.1079988e-02,0.00000e+00,
-9.1039993e-02,0.00000e+00,
-9.0999998e-02,8.00000e-04,
-9.0959989e-02,8.00000e-04,
-9.0919994e-02,1.60000e-03,
-9.0879999e-02,1.60000e-03,
-9.0839989e-02,1.60000e-03,
-9.0799995e-02,1.60000e-03,
-9.0760000e-02,1.60000e-03,
-9.0719990e-02,8.00000e-04,
-9.0679996e-02,8.00000e-04,
-9.0640001e-02,8.00000e-04,
-9.0599991e-02,8.00000e-04,
-9.0559997e-02,1.60000e-03,
-9.0520002e-02,1.60000e-03,
-9.0479992e-02,1.60000e-03,
-9.0439998e-02,8.00000e-04,
-9.0399988e-02,8.00000e-04,
-9.0359993e-02,8.00000e-04,
-9.0319999e-02,1.60000e-03,
-9.0279989e-02,8.00000e-04,
-9.0239994e-02,1.60000e-03,
-9.0200000e-02,1.60000e-03,
-9.0159990e-02,1.60000e-03,
-9.0119995e-02,0.00000e+00,
-9.0080000e-02,1.60000e-03,
-9.0039991e-02,1.60000e-03,
-8.9999996e-02,1.60000e-03,
-8.9960001e-02,8.00000e-04,
-8.9919992e-02,1.60000e-03,
-8.9879997e-02,1.60000e-03,
-8.9839987e-02,2.40000e-03,
-8.9799993e-02,8.00000e-04,
-8.9759998e-02,8.00000e-04,
-8.9719988e-02,0.00000e+00,
-8.9679994e-02,0.00000e+00,
-8.9639999e-02,8.00000e-04,
-8.9599989e-02,8.00000e-04,
-8.9559995e-02,0.00000e+00,
-8.9520000e-02,0.00000e+00,
-8.9479990e-02,0.00000e+00,
-8.9439996e-02,8.00000e-04,
-8.9400001e-02,8.00000e-04,
-8.9359991e-02,8.00000e-04,
-8.9319997e-02,8.00000e-04,
-8.9280002e-02,8.00000e-04,
-8.9239992e-02,1.60000e-03,
-8.9199997e-02,1.60000e-03,
-8.9159988e-02,8.00000e-04,
-8.9119993e-02,1.60000e-03,
-8.9079998e-02,1.60000e-03,
-8.9039989e-02,1.60000e-03,
-8.8999994e-02,2.40000e-03,
-8.8959999e-02,1.60000e-03,
-8.8919990e-02,2.40000e-03,
-8.8879995e-02,1.60000e-03,
-8.8840000e-02,8.00000e-04,
-8.8799991e-02,0.00000e+00,
-8.8759996e-02,8.00000e-04,
-8.8720001e-02,8.00000e-04,
-8.8679992e-02,1.60000e-03,
-8.8639997e-02,1.60000e-03,
-8.8600002e-02,1.60000e-03,
-8.8559993e-02,1.60000e-03,
-8.8519998e-02,1.60000e-03,
-8.8479988e-02,1.60000e-03,
-8.8439994e-02,1.60000e-03,
-8.8399999e-02,1.60000e-03,
-8.8359989e-02,1.60000e-03,
-8.8319995e-02,1.60000e-03,
-8.8280000e-02,1.60000e-03,
-8.8239990e-02,3.20000e-03,
-8.8199995e-02,2.40000e-03,
-8.8160001e-02,2.40000e-03,
-8.8119991e-02,1.60000e-03,
-8.8079996e-02,1.60000e-03,
-8.8040002e-02,1.60000e-03,
-8.7999992e-02,8.00000e-04,
-8.7959997e-02,-8.00000e-04,
-8.7919988e-02,-1.60000e-03,
-8.7879993e-02,-8.00000e-04,
-8.7839998e-02,0.00000e+00,
-8.7799989e-02,0.00000e+00,
-8.7759994e-02,-8.00000e-04,
-8.7719999e-02,0.00000e+00,
-8.7679990e-02,0.00000e+00,
-8.7639995e-02,0.00000e+00,
-8.7600000e-02,-8.00000e-04,
-8.7559991e-02,-8.00000e-04,
-8.7519996e-02,-8.00000e-04,
-8.7480001e-02,0.00000e+00,
