X,CH1,CH2,
Second,Volt,Volt,
-7.5399969e-03,-3.20000e-03,-8.00000e-02,
-7.5199995e-03,-1.60000e-03,-8.00000e-02,
-7.4999984e-03,-1.60000e-03,-8.00000e-02,
-7.4799974e-03,-8.00000e-04,-8.00000e-02,
-7.4600000e-03,-8.00000e-04,-8.00000e-02,
-7.4399989e-03,-1.60000e-03,-8.00000e-02,
-7.4199978e-03,-8.00000e-04,-8.00000e-02,
-7.4000005e-03,-8.00000e-04,-8.00000e-02,
-7.3799994e-03,-8.00000e-04,-8.00000e-02,
-7.3599983e-03,0.00000e+00,-8.00000e-02,
-7.3399972e-03,8.00000e-04,-8.00000e-02,
-7.3199999e-03,1.60000e-03,-8.00000e-02,
-7.2999988e-03,1.60000e-03,-8.00000e-02,
-7.2799977e-03,1.60000e-03,-8.00000e-02,
-7.2600003e-03,3.20000e-03,-8.00000e-02,
-7.2399992e-03,4.00000e-03,-8.00000e-02,
-7.2199982e-03,4.80000e-03,-8.00000e-02,
-7.1999971e-03,4.80000e-03,0.00000e+00,
-7.1799997e-03,5.60000e-03,-8.00000e-02,
-7.1599986e-03,5.60000e-03,-8.00000e-02,
-7.1399976e-03,6.40000e-03,-8.00000e-02,
-7.1200002e-03,6.40000e-03,-8.00000e-02,
-7.0999991e-03,6.40000e-03,-8.00000e-02,
-7.0799980e-03,7.20000e-03,-8.00000e-02,
-7.0599969e-03,7.20000e-03,-8.00000e-02,
-7.0399996e-03,7.20000e-03,-8.00000e-02,
-7.0199985e-03,8.00000e-03,-8.00000e-02,
-6.9999974e-03,8.00000e-03,-8.00000e-02,
-6.9800001e-03,8.80000e-03,-8.00000e-02,
-6.9599990e-03,8.80000e-03,-8.00000e-02,
-6.9399979e-03,9.60000e-03,-8.00000e-02,
-6.9200005e-03,9.60000e-03,-8.00000e-02,
-6.8999995e-03,9.60000e-03,-8.00000e-02,
-6.8799984e-03,9.60000e-03,-8.00000e-02,
-6.8599973e-03,9.60000e-03,-8.00000e-02,
-6.8399999e-03,1.04000e-02,-8.00000e-02,
-6.8199988e-03,9.60000e-03,-8.00000e-02,
-6.7999978e-03,1.04000e-02,-8.00000e-02,
-6.7800004e-03,1.04000e-02,-8.00000e-02,
-6.7599993e-03,1.12000e-02,-8.00000e-02,
-6.7399982e-03,1.12000e-02,-8.00000e-02,
-6.7199972e-03,1.12000e-02,-8.00000e-02,
-6.6999998e-03,1.20000e-02,-8.00000e-02,
-6.6799987e-03,1.20000e-02,-8.00000e-02,
-6.6599976e-03,1.28000e-02,-8.00000e-02,
-6.6400003e-03,1.28000e-02,-8.00000e-02,
-6.6199992e-03,1.28000e-02,-8.00000e-02,
-6.5999981e-03,1.20000e-02,-8.00000e-02,
-6.5799970e-03,1.28000e-02,-8.00000e-02,
-6.5599997e-03,1.28000e-02,-8.00000e-02,
-6.5399986e-03,1.20000e-02,-8.00000e-02,
-6.5199975e-03,1.28000e-02,-8.00000e-02,
-6.5000001e-03,1.20000e-02,-8.00000e-02,
-6.4799991e-03,1.28000e-02,-8.00000e-02,
-6.4599980e-03,1.28000e-02,-8.00000e-02,
-6.4399969e-03,1.28000e-02,-8.00000e-02,
-6.4199995e-03,1.28000e-02,-8.00000e-02,
-6.3999984e-03,1.20000e-02,-8.00000e-02,
-6.3799974e-03,1.20000e-02,-8.00000e-02,
-6.3600000e-03,1.28000e-02,-8.00000e-02,
-6.3399989e-03,1.12000e-02,-8.00000e-02,
-6.3199978e-03,1.12000e-02,-8.00000e-02,
-6.3000005e-03,1.12000e-02,-8.00000e-02,
-6.2799994e-03,1.04000e-02,-8.00000e-02,
-6.2599983e-03,1.04000e-02,-8.00000e-02,
-6.2399972e-03,1.04000e-02,-8.00000e-02,
-6.2199999e-03,9.60000e-03,-8.00000e-02,
-6.1999988e-03,9.60000e-03,-8.00000e-02,
-6.1799977e-03,9.60000e-03,-8.00000e-02,
-6.1600003e-03,9.60000e-03,-8.00000e-02,
-6.1399993e-03,9.60000e-03,-8.00000e-02,
-6.1199982e-03,8.80000e-03,-8.00000e-02,
-6.0999971e-03,8.80000e-03,-8.00000e-02,
-6.0799997e-03,8.00000e-03,-8.00000e-02,
-6.0599986e-03,8.80000e-03,-8.00000e-02,
-6.0399976e-03,7.20000e-03,-8.00000e-02,
-6.0200002e-03,7.20000e-03,-8.00000e-02,
-5.9999991e-03,6.40000e-03,-8.00000e-02,
-5.9799980e-03,6.40000e-03,-1.60000e-01,
-5.9599970e-03,5.60000e-03,-8.00000e-02,
-5.9399996e-03,5.60000e-03,-8.00000e-02,
-5.9199985e-03,4.80000e-03,-8.00000e-02,
-5.8999974e-03,4.80000e-03,-8.00000e-02,
-5.8800001e-03,4.00000e-03,-8.00000e-02,
-5.8599990e-03,4.00000e-03,-8.00000e-02,
-5.8399979e-03,3.20000e-03,-8.00000e-02,
-5.8200005e-03,2.40000e-03,-8.00000e-02,
-5.7999995e-03,2.40000e-03,-8.00000e-02,
-5.7799984e-03,1.60000e-03,-8.00000e-02,
-5.7599973e-03,1.60000e-03,-8.00000e-02,
-5.7399999e-03,1.60000e-03,-8.00000e-02,
-5.7199989e-03,8.00000e-04,-8.00000e-02,
-5.6999978e-03,8.00000e-04,-8.00000e-02,
-5.6800004e-03,0.00000e+00,-8.00000e-02,
-5.6599993e-03,-8.00000e-04,-8.00000e-02,
-5.6399982e-03,-8.00000e-04,-8.00000e-02,
-5.6199972e-03,-1.60000e-03,-8.00000e-02,
-5.5999998e-03,-1.60000e-03,-8.00000e-02,
-5.5799987e-03,-8.00000e-04,-8.00000e-02,
-5.5599976e-03,-1.60000e-03,-8.00000e-02,
-5.5400003e-03,-3.20000e-03,-8.00000e-02,
-5.5199992e-03,-3.20000e-03,-8.00000e-02,
-5.4999981e-03,-3.20000e-03,-8.00000e-02,
-5.4799970e-03,-3.20000e-03,-8.00000e-02,
-5.4599997e-03,-4.00000e-03,-8.00000e-02,
-5.4399986e-03,-5.60000e-03,-8.00000e-02,
-5.4199975e-03,-5.60000e-03,-8.00000e-02,
-5.4000001e-03,-5.60000e-03,-8.00000e-02,
-5.3799991e-03,-5.60000e-03,-8.00000e-02,
-5.3599980e-03,-6.40000e-03,-8.00000e-02,
-5.3400006e-03,-6.40000e-03,-8.00000e-02,
-5.3199995e-03,-7.20000e-03,-8.00000e-02,
-5.2999984e-03,-7.20000e-03,-8.00000e-02,
-5.2799974e-03,-8.00000e-03,-8.00000e-02,
-5.2600000e-03,-8.80000e-03,-8.00000e-02,
-5.2399989e-03,-8.80000e-03,-8.00000e-02,
-5.2199978e-03,-8.80000e-03,-8.00000e-02,
-5.2000005e-03,-8.80000e-03,-8.00000e-02,
-5.1799994e-03,-9.60000e-03,-8.00000e-02,
-5.1599983e-03,-8.80000e-03,-8.00000e-02,
-5.1399972e-03,-9.60000e-03,-8.00000e-02,
-5.1199999e-03,-1.04000e-02,-8.00000e-02,
-5.0999988e-03,-1.12000e-02,-8.00000e-02,
-5.0799977e-03,-1.12000e-02,-8.00000e-02,
-5.0600003e-03,-1.20000e-02,-8.00000e-02,
-5.0399993e-03,-1.20000e-02,-8.00000e-02,
-5.0199982e-03,-1.20000e-02,-8.00000e-02,
-4.9999971e-03,-1.20000e-02,-8.00000e-02,
-4.9799997e-03,-1.28000e-02,-8.00000e-02,
-4.9599987e-03,-1.28000e-02,-8.00000e-02,
-4.9399976e-03,-1.28000e-02,-8.00000e-02,
-4.9200002e-03,-1.36000e-02,-8.00000e-02,
-4.8999991e-03,-1.36000e-02,-8.00000e-02,
-4.8799980e-03,-1.36000e-02,-8.00000e-02,
-4.8599970e-03,-1.28000e-02,-8.00000e-02,
-4.8399996e-03,-1.28000e-02,-8.00000e-02,
-4.8199985e-03,-1.28000e-02,-8.00000e-02,
-4.7999974e-03,-1.20000e-02,-8.00000e-02,
-4.7800001e-03,-1.28000e-02,-8.00000e-02,
-4.7599990e-03,-1.28000e-02,-8.00000e-02,
-4.7399979e-03,-1.20000e-02,-8.00000e-02,
-4.7200006e-03,-1.28000e-02,-8.00000e-02,
-4.6999995e-03,-1.28000e-02,-8.00000e-02,
-4.6799984e-03,-1.28000e-02,-8.00000e-02,
-4.6599973e-03,-1.20000e-02,-8.00000e-02,
-4.6399999e-03,-1.20000e-02,-8.00000e-02,
-4.6199989e-03,-1.20000e-02,-8.00000e-02,
-4.5999978e-03,-1.20000e-02,-8.00000e-02,
-4.5800004e-03,-1.12000e-02,-8.00000e-02,
-4.5599993e-03,-1.12000e-02,-8.00000e-02,
-4.5399982e-03,-9.60000e-03,-8.00000e-02,
-4.5199972e-03,-8.80000e-03,-8.00000e-02,
-4.4999998e-03,-8.80000e-03,-8.00000e-02,
-4.4799987e-03,-8.80000e-03,-8.00000e-02,
-4.4599976e-03,-8.00000e-03,-8.00000e-02,
-4.4400003e-03,-8.00000e-03,-8.00000e-02,
-4.4199992e-03,-8.00000e-03,-8.00000e-02,
-4.3999981e-03,-7.20000e-03,-8.00000e-02,
-4.3799970e-03,-7.20000e-03,-8.00000e-02,
-4.3599997e-03,-6.40000e-03,-8.00000e-02,
-4.3399986e-03,-5.60000e-03,-8.00000e-02,
-4.3199975e-03,-5.60000e-03,-8.00000e-02,
-4.3000001e-03,-5.60000e-03,-8.00000e-02,
-4.2799991e-03,-4.00000e-03,-8.00000e-02,
-4.2599980e-03,-4.00000e-03,-8.00000e-02,
-4.2400006e-03,-1.60000e-03,-8.00000e-02,
-4.2199995e-03,-1.60000e-03,-8.00000e-02,
-4.1999985e-03,-1.60000e-03,-8.00000e-02,
-4.1799974e-03,-1.60000e-03,-8.00000e-02,
-4.1600000e-03,-1.60000e-03,-8.00000e-02,
-4.1399989e-03,-8.00000e-04,-8.00000e-02,
-4.1199978e-03,-8.00000e-04,-8.00000e-02,
-4.1000005e-03,-8.00000e-04,-8.00000e-02,
-4.0799994e-03,0.00000e+00,-8.00000e-02,
-4.0599983e-03,8.00000e-04,-8.00000e-02,
-4.0399972e-03,8.00000e-04,-8.00000e-02,
-4.0199999e-03,1.60000e-03,-8.00000e-02,
-3.9999988e-03,1.60000e-03,-8.00000e-02,
-3.9799977e-03,2.40000e-03,-8.00000e-02,
-3.9600004e-03,2.40000e-03,-8.00000e-02,
-3.9399993e-03,4.00000e-03,-8.00000e-02,
-3.9199982e-03,4.00000e-03,-8.00000e-02,
-3.8999971e-03,5.60000e-03,-8.00000e-02,
-3.8799997e-03,6.40000e-03,-8.00000e-02,
-3.8599987e-03,6.40000e-03,-8.00000e-02,
-3.8399976e-03,7.20000e-03,-8.00000e-02,
-3.8200002e-03,7.20000e-03,-8.00000e-02,
-3.7999991e-03,8.00000e-03,-8.00000e-02,
-3.7799980e-03,8.80000e-03,-8.00000e-02,
-3.7599970e-03,9.60000e-03,-8.00000e-02,
-3.7399996e-03,9.60000e-03,-8.00000e-02,
-3.7199985e-03,9.60000e-03,-8.00000e-02,
-3.6999974e-03,1.04000e-02,-8.00000e-02,
-3.6800001e-03,1.04000e-02,-8.00000e-02,
-3.6599990e-03,1.04000e-02,-8.00000e-02,
-3.6399979e-03,1.12000e-02,-8.00000e-02,
-3.6200006e-03,1.12000e-02,-1.60000e-01,
-3.5999995e-03,1.12000e-02,-8.00000e-02,
-3.5799984e-03,1.28000e-02,-8.00000e-02,
-3.5599973e-03,1.28000e-02,-8.00000e-02,
-3.5399999e-03,1.36000e-02,-8.00000e-02,
-3.5199989e-03,1.28000e-02,-8.00000e-02,
-3.4999978e-03,1.36000e-02,0.00000e+00,
-3.4800004e-03,1.28000e-02,-8.00000e-02,
-3.4599993e-03,1.36000e-02,-8.00000e-02,
-3.4399983e-03,1.36000e-02,-8.00000e-02,
-3.4199972e-03,1.44000e-02,-8.00000e-02,
-3.3999998e-03,1.44000e-02,-8.00000e-02,
-3.3799987e-03,1.36000e-02,-8.00000e-02,
-3.3599976e-03,1.36000e-02,-8.00000e-02,
-3.3400003e-03,1.44000e-02,-8.00000e-02,
-3.3199992e-03,1.28000e-02,-8.00000e-02,
-3.2999981e-03,1.44000e-02,-8.00000e-02,
-3.2799970e-03,1.36000e-02,-8.00000e-02,
-3.2599997e-03,1.44000e-02,-8.00000e-02,
-3.2399986e-03,1.44000e-02,-8.00000e-02,
-3.2199975e-03,1.44000e-02,-8.00000e-02,
-3.2000002e-03,1.36000e-02,-8.00000e-02,
-3.1799991e-03,1.36000e-02,-8.00000e-02,
-3.1599980e-03,1.44000e-02,-8.00000e-02,
-3.1400006e-03,1.44000e-02,-8.00000e-02,
-3.1199995e-03,1.44000e-02,-8.00000e-02,
-3.0999985e-03,1.44000e-02,-8.00000e-02,
-3.0799974e-03,1.52000e-02,-8.00000e-02,
-3.0600000e-03,1.52000e-02,-8.00000e-02,
-3.0399989e-03,1.52000e-02,-8.00000e-02,
-3.0199979e-03,1.52000e-02,-8.00000e-02,
-3.0000005e-03,1.44000e-02,-8.00000e-02,
-2.9799994e-03,1.44000e-02,-8.00000e-02,
-2.9599983e-03,1.44000e-02,-8.00000e-02,
-2.9399972e-03,1.44000e-02,-8.00000e-02,
-2.9199999e-03,1.36000e-02,-8.00000e-02,
-2.8999988e-03,1.36000e-02,-8.00000e-02,
-2.8799977e-03,1.44000e-02,-8.00000e-02,
-2.8600004e-03,1.44000e-02,-8.00000e-02,
-2.8399993e-03,1.36000e-02,-1.60000e-01,
-2.8199982e-03,1.36000e-02,-8.00000e-02,
-2.7999971e-03,1.28000e-02,-8.00000e-02,
-2.7799997e-03,1.28000e-02,-8.00000e-02,
-2.7599987e-03,1.28000e-02,-8.00000e-02,
-2.7399976e-03,1.20000e-02,-8.00000e-02,
-2.7200002e-03,1.12000e-02,-8.00000e-02,
-2.6999991e-03,1.12000e-02,-1.60000e-01,
-2.6799981e-03,1.04000e-02,-8.00000e-02,
-2.6599970e-03,9.60000e-03,-8.00000e-02,
-2.6399996e-03,9.60000e-03,-8.00000e-02,
-2.6199985e-03,9.60000e-03,-8.00000e-02,
-2.5999974e-03,8.00000e-03,-8.00000e-02,
-2.5800001e-03,7.20000e-03,-8.00000e-02,
-2.5599990e-03,7.20000e-03,-8.00000e-02,
-2.5399979e-03,6.40000e-03,-8.00000e-02,
-2.5200006e-03,6.40000e-03,-8.00000e-02,
-2.4999995e-03,5.60000e-03,-8.00000e-02,
-2.4799984e-03,5.60000e-03,-1.60000e-01,
-2.4599973e-03,4.80000e-03,-8.00000e-02,
-2.4400000e-03,4.00000e-03,-8.00000e-02,
-2.4199989e-03,3.20000e-03,-8.00000e-02,
-2.3999978e-03,3.20000e-03,-8.00000e-02,
-2.3800004e-03,2.40000e-03,-8.00000e-02,
-2.3599993e-03,2.40000e-03,-8.00000e-02,
-2.3399983e-03,1.60000e-03,-8.00000e-02,
-2.3199972e-03,1.60000e-03,-8.00000e-02,
-2.2999998e-03,8.00000e-04,-8.00000e-02,
-2.2799987e-03,0.00000e+00,-8.00000e-02,
-2.2599977e-03,-1.60000e-03,-8.00000e-02,
-2.2400003e-03,-3.20000e-03,-8.00000e-02,
-2.2199992e-03,-4.00000e-03,-1.60000e-01,
-2.1999981e-03,-5.60000e-03,-8.00000e-02,
-2.1799970e-03,-5.60000e-03,-8.00000e-02,
-2.1599997e-03,-6.40000e-03,-8.00000e-02,
-2.1399986e-03,-6.40000e-03,-8.00000e-02,
-2.1199975e-03,-7.20000e-03,-8.00000e-02,
-2.1000002e-03,-7.20000e-03,-8.00000e-02,
-2.0799991e-03,-8.00000e-03,-8.00000e-02,
-2.0599980e-03,-8.00000e-03,-8.00000e-02,
-2.0400006e-03,-8.80000e-03,-8.00000e-02,
-2.0199995e-03,-8.80000e-03,-8.00000e-02,
-1.9999985e-03,-8.80000e-03,-8.00000e-02,
-1.9799974e-03,-9.60000e-03,-8.00000e-02,
-1.9600000e-03,-1.04000e-02,-8.00000e-02,
-1.9399988e-03,-1.04000e-02,-8.00000e-02,
-1.9199977e-03,-1.04000e-02,-8.00000e-02,
-1.9000004e-03,-1.12000e-02,-8.00000e-02,
-1.8799993e-03,-1.20000e-02,-8.00000e-02,
-1.8599982e-03,-1.20000e-02,-8.00000e-02,
-1.8399971e-03,-1.28000e-02,-8.00000e-02,
-1.8199998e-03,-1.28000e-02,-8.00000e-02,
-1.7999987e-03,-1.28000e-02,-8.00000e-02,
-1.7799976e-03,-1.36000e-02,-8.00000e-02,
-1.7600002e-03,-1.36000e-02,-8.00000e-02,
-1.7399992e-03,-1.44000e-02,-8.00000e-02,
-1.7199981e-03,-1.44000e-02,-8.00000e-02,
-1.6999970e-03,-1.44000e-02,-8.00000e-02,
-1.6799996e-03,-1.52000e-02,-8.00000e-02,
-1.6599986e-03,-1.60000e-02,-8.00000e-02,
-1.6399975e-03,-1.52000e-02,-8.00000e-02,
-1.6200001e-03,-1.52000e-02,-8.00000e-02,
-1.5999990e-03,-1.52000e-02,-8.00000e-02,
-1.5799979e-03,-1.52000e-02,-8.00000e-02,
-1.5600006e-03,-1.52000e-02,-8.00000e-02,
-1.5399995e-03,-1.60000e-02,-8.00000e-02,
-1.5199984e-03,-1.60000e-02,-8.00000e-02,
-1.4999973e-03,-1.60000e-02,-8.00000e-02,
-1.4800000e-03,-1.60000e-02,-8.00000e-02,
-1.4599989e-03,-1.52000e-02,-8.00000e-02,
-1.4399978e-03,-1.44000e-02,-8.00000e-02,
-1.4200005e-03,-1.52000e-02,-8.00000e-02,
-1.3999994e-03,-1.52000e-02,-8.00000e-02,
-1.3799983e-03,-1.52000e-02,-8.00000e-02,
-1.3599972e-03,-1.44000e-02,-8.00000e-02,
-1.3399998e-03,-1.44000e-02,-8.00000e-02,
-1.3199988e-03,-1.44000e-02,-8.00000e-02,
-1.2999977e-03,-1.36000e-02,-8.00000e-02,
-1.2800003e-03,-1.36000e-02,-8.00000e-02,
-1.2599992e-03,-1.36000e-02,-8.00000e-02,
-1.2399981e-03,-1.36000e-02,-8.00000e-02,
-1.2199971e-03,-1.28000e-02,-8.00000e-02,
-1.1999997e-03,-1.20000e-02,-8.00000e-02,
-1.1799986e-03,-1.20000e-02,-8.00000e-02,
-1.1599975e-03,-1.28000e-02,-8.00000e-02,
-1.1400002e-03,-1.20000e-02,-8.00000e-02,
-1.1199991e-03,-1.12000e-02,-8.00000e-02,
-1.0999980e-03,-1.04000e-02,-8.00000e-02,
-1.0799969e-03,-9.60000e-03,-8.00000e-02,
-1.0599996e-03,-8.80000e-03,-8.00000e-02,
-1.0399985e-03,-8.80000e-03,-8.00000e-02,
-1.0199974e-03,-8.00000e-03,-8.00000e-02,
-1.0000000e-03,-7.20000e-03,-8.00000e-02,
-9.7999896e-04,-6.40000e-03,-8.00000e-02,
-9.5999794e-04,-5.60000e-03,-8.00000e-02,
-9.4000058e-04,-4.80000e-03,-8.00000e-02,
-9.1999950e-04,-5.60000e-03,-8.00000e-02,
-8.9999841e-04,-4.00000e-03,-8.00000e-02,
-8.7999733e-04,-4.80000e-03,-8.00000e-02,
-8.5999997e-04,-3.20000e-03,-8.00000e-02,
-8.3999889e-04,-3.20000e-03,-8.00000e-02,
-8.1999780e-04,-1.60000e-03,-8.00000e-02,
-8.0000045e-04,-8.00000e-04,-8.00000e-02,
-7.7999936e-04,8.00000e-04,-8.00000e-02,
-7.5999828e-04,8.00000e-04,-8.00000e-02,
-7.3999719e-04,1.60000e-03,-8.00000e-02,
-7.1999984e-04,1.60000e-03,-8.00000e-02,
-6.9999875e-04,1.60000e-03,-8.00000e-02,
-6.7999767e-04,3.20000e-03,-8.00000e-02,
-6.6000031e-04,3.20000e-03,-8.00000e-02,
-6.3999923e-04,4.00000e-03,-8.00000e-02,
-6.1999814e-04,4.80000e-03,-8.00000e-02,
-5.9999706e-04,4.80000e-03,-8.00000e-02,
-5.7999970e-04,4.80000e-03,-8.00000e-02,
-5.5999862e-04,5.60000e-03,-8.00000e-02,
-5.3999753e-04,6.40000e-03,-8.00000e-02,
-5.2000018e-04,6.40000e-03,-8.00000e-02,
-4.9999909e-04,7.20000e-03,-8.00000e-02,
-4.7999798e-04,8.00000e-03,-8.00000e-02,
-4.6000062e-04,8.80000e-03,-8.00000e-02,
-4.3999954e-04,9.60000e-03,-8.00000e-02,
-4.1999845e-04,9.60000e-03,-8.00000e-02,
-3.9999737e-04,1.04000e-02,-8.00000e-02,
-3.8000001e-04,1.12000e-02,-8.00000e-02,
-3.5999893e-04,1.12000e-02,-8.00000e-02,
-3.3999785e-04,1.12000e-02,-8.00000e-02,
-3.2000049e-04,1.12000e-02,-8.00000e-02,
-2.9999940e-04,1.20000e-02,-8.00000e-02,
-2.7999832e-04,1.28000e-02,-8.00000e-02,
-2.5999724e-04,1.36000e-02,-8.00000e-02,
-2.3999988e-04,1.44000e-02,-8.00000e-02,
-2.1999879e-04,1.44000e-02,-8.00000e-02,
-1.9999771e-04,1.52000e-02,0.00000e+00,
-1.8000035e-04,1.52000e-02,-8.00000e-02,
-1.5999927e-04,1.52000e-02,-8.00000e-02,
-1.3999818e-04,1.60000e-02,-8.00000e-02,
-1.1999710e-04,1.68000e-02,-8.00000e-02,
-9.9999743e-05,1.68000e-02,-8.00000e-02,
-7.9998659e-05,1.68000e-02,-8.00000e-02,
-5.9997576e-05,1.68000e-02,-8.00000e-02,
-4.0000217e-05,1.68000e-02,-8.00000e-02,
-1.9999134e-05,1.76000e-02,-8.00000e-02,
1.9490718e-09,1.76000e-02,-8.00000e-02,
2.0003034e-05,1.68000e-02,-8.00000e-02,
4.0000392e-05,1.76000e-02,-8.00000e-02,
6.0001476e-05,1.76000e-02,-8.00000e-02,
8.0002559e-05,1.84000e-02,-8.00000e-02,
9.9999917e-05,1.84000e-02,-8.00000e-02,
1.2000100e-04,1.92000e-02,-8.00000e-02,
1.4000208e-04,1.92000e-02,-8.00000e-02,
1.5999944e-04,1.92000e-02,-8.00000e-02,
1.8000053e-04,1.92000e-02,-1.60000e-01,
2.0000161e-04,1.92000e-02,-8.00000e-02,
2.2000269e-04,1.92000e-02,-8.00000e-02,
2.4000005e-04,1.92000e-02,-8.00000e-02,
2.6000114e-04,1.84000e-02,-8.00000e-02,
2.8000222e-04,1.84000e-02,-8.00000e-02,
2.9999958e-04,1.84000e-02,-8.00000e-02,
3.2000066e-04,1.76000e-02,-8.00000e-02,
3.4000174e-04,1.76000e-02,-8.00000e-02,
3.6000283e-04,1.68000e-02,-8.00000e-02,
3.8000019e-04,1.60000e-02,-8.00000e-02,
4.0000127e-04,1.52000e-02,-8.00000e-02,
4.2000235e-04,1.52000e-02,-8.00000e-02,
4.3999971e-04,1.44000e-02,-8.00000e-02,
4.6000080e-04,1.44000e-02,-8.00000e-02,
4.8000188e-04,1.36000e-02,-1.60000e-01,
5.0000293e-04,1.28000e-02,-8.00000e-02,
5.2000029e-04,1.28000e-02,-8.00000e-02,
5.4000138e-04,1.12000e-02,-8.00000e-02,
5.6000246e-04,1.12000e-02,-8.00000e-02,
5.7999982e-04,1.12000e-02,-8.00000e-02,
6.0000090e-04,1.04000e-02,-8.00000e-02,
6.2000199e-04,9.60000e-03,-8.00000e-02,
6.3999934e-04,8.80000e-03,-8.00000e-02,
6.6000043e-04,8.00000e-03,-8.00000e-02,
6.8000151e-04,8.00000e-03,-8.00000e-02,
7.0000259e-04,8.00000e-03,-8.00000e-02,
7.1999995e-04,8.00000e-03,-8.00000e-02,
7.4000104e-04,6.40000e-03,-8.00000e-02,
7.6000212e-04,6.40000e-03,-8.00000e-02,
7.7999948e-04,5.60000e-03,-8.00000e-02,
8.0000056e-04,5.60000e-03,-8.00000e-02,
8.2000165e-04,4.00000e-03,-8.00000e-02,
8.4000273e-04,3.20000e-03,-8.00000e-02,
8.6000009e-04,2.40000e-03,-8.00000e-02,
8.8000117e-04,8.00000e-04,-8.00000e-02,
9.0000225e-04,8.00000e-04,-8.00000e-02,
9.1999961e-04,0.00000e+00,-8.00000e-02,
9.4000070e-04,-8.00000e-04,-8.00000e-02,
9.6000178e-04,-8.00000e-04,-8.00000e-02,
9.8000292e-04,-1.60000e-03,-8.00000e-02,
1.0000003e-03,-3.20000e-03,-8.00000e-02,
1.0200014e-03,-4.00000e-03,-8.00000e-02,
1.0400024e-03,-4.80000e-03,-8.00000e-02,
1.0599998e-03,-6.40000e-03,-8.00000e-02,
1.0800009e-03,-7.20000e-03,-8.00000e-02,
1.1000020e-03,-8.00000e-03,-8.00000e-02,
1.1199993e-03,-8.80000e-03,-8.00000e-02,
1.1400004e-03,-8.00000e-03,-8.00000e-02,
1.1600015e-03,-9.60000e-03,-8.00000e-02,
1.1800026e-03,-9.60000e-03,-8.00000e-02,
1.1999999e-03,-1.04000e-02,-8.00000e-02,
1.2200010e-03,-1.12000e-02,-8.00000e-02,
1.2400021e-03,-1.12000e-02,-8.00000e-02,
1.2599995e-03,-1.20000e-02,-8.00000e-02,
1.2800005e-03,-1.28000e-02,-8.00000e-02,
1.3000016e-03,-1.36000e-02,-8.00000e-02,
1.3200027e-03,-1.44000e-02,-8.00000e-02,
1.3400001e-03,-1.44000e-02,-8.00000e-02,
1.3600012e-03,-1.44000e-02,-8.00000e-02,
1.3800022e-03,-1.52000e-02,-8.00000e-02,
1.3999996e-03,-1.60000e-02,-8.00000e-02,
1.4200007e-03,-1.68000e-02,-8.00000e-02,
1.4400018e-03,-1.68000e-02,-8.00000e-02,
1.4600029e-03,-1.84000e-02,-8.00000e-02,
1.4800002e-03,-1.84000e-02,-8.00000e-02,
1.5000013e-03,-1.84000e-02,-8.00000e-02,
1.5200024e-03,-1.92000e-02,-8.00000e-02,
1.5399997e-03,-2.00000e-02,-8.00000e-02,
1.5600008e-03,-2.00000e-02,-8.00000e-02,
1.5800019e-03,-1.92000e-02,-8.00000e-02,
1.6000030e-03,-1.92000e-02,-8.00000e-02,
1.6200003e-03,-1.92000e-02,-8.00000e-02,
1.6400014e-03,-1.92000e-02,-8.00000e-02,
1.6600025e-03,-1.84000e-02,-8.00000e-02,
1.6799999e-03,-1.92000e-02,-8.00000e-02,
1.7000010e-03,-1.84000e-02,-8.00000e-02,
1.7200020e-03,-1.84000e-02,-8.00000e-02,
1.7399994e-03,-1.76000e-02,-8.00000e-02,
1.7600005e-03,-1.84000e-02,-8.00000e-02,
1.7800016e-03,-1.84000e-02,-8.00000e-02,
1.8000026e-03,-1.92000e-02,-8.00000e-02,
1.8200000e-03,-1.84000e-02,-8.00000e-02,
1.8400011e-03,-1.92000e-02,-8.00000e-02,
1.8600022e-03,-1.92000e-02,-8.00000e-02,
1.8799995e-03,-1.92000e-02,-8.00000e-02,
1.9000006e-03,-1.92000e-02,-8.00000e-02,
1.9200017e-03,-1.84000e-02,-8.00000e-02,
1.9400028e-03,-1.92000e-02,-8.00000e-02,
1.9600000e-03,-1.92000e-02,-8.00000e-02,
1.9800011e-03,-1.84000e-02,-8.00000e-02,
2.0000022e-03,-1.84000e-02,-8.00000e-02,
2.0199995e-03,-1.84000e-02,-8.00000e-02,
2.0400006e-03,-1.76000e-02,-8.00000e-02,
2.0600017e-03,-1.76000e-02,-8.00000e-02,
2.0800028e-03,-1.68000e-02,-8.00000e-02,
2.1000002e-03,-1.52000e-02,-8.00000e-02,
2.1200012e-03,-1.52000e-02,-8.00000e-02,
2.1400023e-03,-1.44000e-02,-8.00000e-02,
2.1599997e-03,-1.44000e-02,0.00000e+00,
2.1800008e-03,-1.28000e-02,-8.00000e-02,
2.2000019e-03,-1.20000e-02,0.00000e+00,
2.2199992e-03,-1.12000e-02,-8.00000e-02,
2.2400003e-03,-1.12000e-02,-8.00000e-02,
2.2600014e-03,-1.04000e-02,-8.00000e-02,
2.2800025e-03,-1.04000e-02,-8.00000e-02,
2.2999998e-03,-9.60000e-03,-8.00000e-02,
2.3200009e-03,-8.80000e-03,-8.00000e-02,
2.3400020e-03,-8.80000e-03,-8.00000e-02,
