SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Wed Feb 24 11:05:47 CET 2016
Benutzer: Praktikum-Pc1
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F04607
Integrationszeit (usec): 4000 (USB4F04607)
Spektren Durchschnitt berechnet: 130 (USB4F04607)
Boxcar Glättung: 0 (USB4F04607)
Dunkelstromkorrektur: Nein (USB4F04607)
Puls/Lampe aktiviert: Nein (USB4F04607)
Correct for Detector Non-linearity: Nein (USB4F04607)
Streulichtkorrektur: Nein (USB4F04607)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,66	6,63
177,88	6,63
178,10	6,63
178,32	-5,20
178,53	4,10
178,75	5,55
178,97	-1,81
179,19	4,47
179,40	-1,01
179,62	6,27
179,84	7,07
180,05	0,79
180,27	2,52
180,49	4,79
180,71	1,23
180,92	2,87
181,14	13,56
181,36	16,70
181,58	20,70
181,79	12,57
182,01	8,29
182,23	14,75
182,44	13,91
182,66	18,94
182,88	14,84
183,10	14,54
183,31	5,29
183,53	11,72
183,75	11,55
183,96	9,64
184,18	12,71
184,40	12,49
184,62	18,10
184,83	9,52
185,05	8,95
185,27	5,06
185,48	14,13
185,70	8,76
185,92	12,38
186,14	16,18
186,35	13,33
186,57	13,56
186,79	13,00
187,00	12,79
187,22	10,84
187,44	7,86
187,66	7,77
187,87	12,38
188,09	11,28
188,31	5,56
188,52	13,23
188,74	11,53
188,96	9,50
189,17	3,99
189,39	12,57
189,61	9,52
189,82	11,86
190,04	13,22
190,26	6,43
190,48	11,86
190,69	16,10
190,91	16,90
191,13	7,83
191,34	14,92
191,56	12,41
191,78	20,68
191,99	8,76
192,21	12,59
192,43	3,80
192,64	13,22
192,86	5,10
193,08	12,05
193,29	11,77
193,51	11,70
193,73	13,20
193,94	18,87
194,16	11,66
194,38	10,49
194,60	13,85
194,81	13,63
195,03	13,11
195,25	10,15
195,46	16,19
195,68	7,86
195,90	13,78
