SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Wed Feb 24 09:37:46 CET 2016
Benutzer: Praktikum-Pc1
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F04607
Integrationszeit (usec): 100000 (USB4F04607)
Spektren Durchschnitt berechnet: 25 (USB4F04607)
Boxcar Glättung: 0 (USB4F04607)
Dunkelstromkorrektur: Nein (USB4F04607)
Puls/Lampe aktiviert: Nein (USB4F04607)
Correct for Detector Non-linearity: Nein (USB4F04607)
Streulichtkorrektur: Nein (USB4F04607)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,66	-8,36
177,88	-8,36
178,10	-8,36
178,32	-11,30
178,53	-19,74
178,75	-12,94
178,97	-25,23
179,19	3,60
179,40	4,10
179,62	-10,73
179,84	14,01
180,05	-5,08
180,27	5,08
180,49	0,16
180,71	7,54
180,92	9,17
181,14	9,83
181,36	24,82
181,58	54,23
181,79	24,25
182,01	35,96
182,23	47,43
182,44	39,24
182,66	39,40
182,88	21,22
183,10	15,24
183,31	24,82
183,53	46,20
183,75	40,80
183,96	25,07
184,18	23,26
184,40	14,34
184,62	29,16
184,83	19,09
185,05	34,98
185,27	24,25
185,48	32,77
185,70	28,34
185,92	21,05
186,14	32,03
186,35	23,26
186,57	26,79
186,79	8,27
187,00	21,38
187,22	43,83
187,44	27,12
187,66	38,91
187,87	39,98
188,09	27,85
188,31	22,28
188,52	41,04
188,74	46,61
188,96	21,79
189,17	28,51
189,39	41,78
189,61	21,95
189,82	18,02
190,04	23,26
190,26	31,70
190,48	36,86
190,69	14,66
190,91	47,19
191,13	30,15
191,34	29,98
191,56	24,33
191,78	38,67
191,99	20,07
192,21	47,10
192,43	41,78
192,64	25,72
192,86	27,28
193,08	32,85
193,29	40,63
193,51	27,61
193,73	43,58
193,94	24,74
194,16	18,35
194,38	21,46
194,60	33,91
194,81	48,25
195,03	49,72
195,25	43,99
195,46	49,64
195,68	36,86
195,90	39,81
196,11	33,75
196,33	25,64
196,55	37,76
196,76	40,30
196,98	30,97
197,20	22,77
197,41	19,66
197,63	48,91
197,85	40,96
198,06	51,94
198,28	34,73
198,50	45,96
198,71	63,65
198,93	43,83
199,14	32,93
199,36	58,33
199,58	25,56
199,79	24,33
200,01	28,67
200,23	24,82
200,44	6,80
200,66	40,06
200,88	32,44
201,09	37,03
201,31	23,51
201,53	27,93
201,74	47,84
201,96	35,55
202,18	22,86
202,39	28,18
202,61	56,03
202,83	23,51
203,04	35,47
203,26	53,08
203,47	53,74
203,69	35,80
203,91	47,10
204,12	41,61
204,34	40,30
204,56	47,76
204,77	33,26
204,99	49,56
205,21	29,16
205,42	12,62
205,64	24,49
205,85	16,30
206,07	40,39
206,29	14,75
206,50	37,27
206,72	22,45
206,94	21,30
207,15	21,30
207,37	38,09
207,58	42,19
207,80	17,37
208,02	36,70
208,23	17,61
208,45	38,34
208,67	55,30
208,88	34,08
209,10	22,86
209,31	19,50
209,53	32,93
209,75	33,34
209,96	27,28
210,18	54,07
210,40	11,88
210,61	41,94
210,83	58,98
211,04	38,50
211,26	41,21
211,48	50,54
211,69	40,88
211,91	44,56
212,12	33,91
212,34	45,55
212,56	40,55
212,77	53,49
212,99	32,36
213,20	44,56
213,42	31,54
213,64	25,80
213,85	40,22
214,07	35,88
214,28	40,63
214,50	41,04
214,72	14,58
214,93	53,66
215,15	48,17
215,36	30,31
215,58	32,11
215,80	53,66
216,01	49,89
216,23	37,76
216,44	40,63
216,66	32,52
216,88	36,21
217,09	49,97
217,31	44,97
217,52	36,13
217,74	38,83
217,95	36,78
218,17	38,50
218,39	21,22
218,60	32,19
218,82	43,01
219,03	32,36
219,25	44,48
219,47	26,21
219,68	36,62
219,90	26,79
220,11	42,60
220,33	43,42
220,54	31,87
220,76	34,98
220,98	56,03
221,19	41,45
221,41	50,13
221,62	44,81
221,84	38,01
222,05	48,82
222,27	50,38
222,48	25,31
222,70	33,01
222,92	26,87
223,13	51,44
223,35	75,86
223,56	43,34
223,78	32,03
223,99	55,38
224,21	25,97
224,43	29,16
224,64	42,84
224,86	28,75
225,07	32,11
225,29	50,71
225,50	53,41
225,72	40,80
225,93	53,08
226,15	38,58
226,37	55,05
226,58	56,44
226,80	34,57
227,01	39,32
227,23	52,10
227,44	50,46
227,66	29,00
227,87	42,19
228,09	42,02
228,30	27,69
228,52	33,91
228,74	46,94
228,95	55,70
229,17	33,50
229,38	40,22
229,60	45,30
229,81	49,23
230,03	21,22
230,24	36,13
230,46	35,88
230,67	43,91
230,89	30,23
231,10	42,02
231,32	50,63
231,53	57,18
231,75	42,11
231,97	55,21
232,18	40,06
232,40	32,44
232,61	25,31
232,83	47,27
233,04	48,66
233,26	40,14
233,47	28,51
233,69	62,09
233,90	36,62
234,12	48,25
234,33	31,62
234,55	34,49
234,76	43,01
234,98	52,18
235,19	43,42
235,41	35,39
235,62	40,71
235,84	23,84
236,05	44,73
236,27	60,62
236,48	62,01
236,70	44,24
236,91	47,19
237,13	35,72
237,34	45,55
237,56	45,38
237,77	49,15
237,99	57,51
238,20	57,02
238,42	50,30
238,63	36,45
238,85	46,78
239,06	38,75
239,28	45,55
239,49	49,23
239,71	74,38
239,92	53,98
240,14	46,94
240,35	37,35
240,57	46,69
240,78	22,86
241,00	47,51
241,21	53,57
241,43	36,70
241,64	59,55
241,86	35,55
242,07	42,02
242,29	26,30
242,50	60,13
242,72	54,48
242,93	49,40
243,15	64,31
243,36	66,19
243,58	49,81
243,79	48,17
244,01	52,02
244,22	23,43
244,44	26,54
244,65	48,91
244,87	42,52
245,08	33,34
245,29	49,97
245,51	65,21
245,72	56,20
245,94	53,74
246,15	31,70
246,37	51,53
246,58	38,58
246,80	64,63
247,01	38,01
247,23	41,53
247,44	55,54
247,66	44,97
247,87	46,86
248,09	50,79
248,30	51,77
248,51	36,95
248,73	46,12
248,94	52,67
249,16	58,08
249,37	56,77
249,59	62,67
249,80	49,64
250,02	51,20
250,23	57,92
250,45	73,64
250,66	52,84
250,87	44,24
251,09	68,65
251,30	51,20
251,52	56,11
251,73	66,03
251,95	43,42
252,16	54,89
252,38	70,53
252,59	82,08
252,80	52,26
253,02	40,96
253,23	58,57
253,45	57,59
253,66	52,51
253,88	73,89
254,09	51,12
254,30	53,00
254,52	30,23
254,73	64,88
254,95	42,76
255,16	71,52
255,38	61,77
255,59	53,57
255,80	58,90
256,02	64,72
256,23	26,62
256,45	62,50
256,66	69,71
256,88	61,19
257,09	54,97
257,30	44,65
257,52	54,72
257,73	54,72
257,95	59,31
258,16	74,63
258,38	40,30
258,59	44,56
258,80	56,52
259,02	59,39
259,23	59,88
259,45	62,09
259,66	77,33
259,87	77,25
260,09	46,94
260,30	48,58
260,52	51,28
260,73	48,00
260,94	50,79
261,16	58,24
261,37	75,28
261,59	59,88
261,80	51,77
262,01	63,49
262,23	80,36
262,44	37,52
262,66	53,25
262,87	59,55
263,08	72,99
263,30	48,00
263,51	54,07
263,73	53,33
263,94	63,65
264,15	56,11
264,37	65,78
264,58	69,30
264,80	60,21
265,01	70,45
265,22	75,12
265,44	44,15
265,65	65,62
265,86	69,47
266,08	68,48
266,29	38,42
266,51	65,37
266,72	52,43
266,93	86,75
267,15	84,87
267,36	71,02
267,58	44,89
267,79	71,11
268,00	31,05
268,22	50,13
268,43	68,89
268,64	72,74
268,86	78,81
269,07	76,92
269,28	79,38
269,50	84,05
269,71	72,99
269,93	69,06
270,14	69,39
270,35	62,01
270,57	76,76
270,78	37,19
270,99	58,16
271,21	77,25
271,42	82,00
271,63	70,45
271,85	57,51
272,06	84,29
272,28	87,82
272,49	52,43
272,70	79,71
272,92	81,59
273,13	84,21
273,34	94,12
273,56	84,29
273,77	81,10
273,98	68,32
274,20	61,68
274,41	72,42
274,62	70,29
274,84	65,94
275,05	102,81
275,26	64,39
275,48	65,37
275,69	56,44
275,90	82,66
276,12	73,40
276,33	79,95
276,54	73,32
276,76	48,33
276,97	80,53
277,18	74,38
277,40	71,02
277,61	82,66
277,82	64,31
278,04	72,17
278,25	79,22
278,46	77,99
278,68	83,39
278,89	80,44
279,10	75,69
279,32	66,11
279,53	88,23
279,74	72,42
279,96	82,16
280,17	75,53
280,38	64,80
280,60	72,74
280,81	82,98
281,02	99,78
281,24	62,67
281,45	87,16
281,66	84,95
281,88	88,23
282,09	83,80
282,30	103,05
282,52	90,03
282,73	97,40
282,94	88,88
283,15	91,18
283,37	114,93
283,58	86,26
283,79	94,86
284,01	75,53
284,22	100,27
284,43	77,90
284,65	103,71
284,86	103,38
285,07	94,29
285,28	91,01
285,50	97,97
285,71	93,88
285,92	103,46
286,14	95,68
286,35	95,44
286,56	88,23
286,77	112,56
286,99	93,47
287,20	109,61
287,41	100,68
287,63	103,38
287,84	114,85
288,05	111,16
288,27	107,23
288,48	92,49
288,69	114,28
288,90	101,74
289,12	92,32
289,33	115,59
289,54	107,64
289,75	102,07
289,97	92,73
290,18	99,78
290,39	128,86
290,61	123,12
290,82	111,08
291,03	119,44
291,24	132,38
291,46	123,53
291,67	121,90
291,88	101,50
292,09	128,86
292,31	116,49
292,52	131,73
292,73	112,23
292,95	118,21
293,16	120,99
293,37	145,57
293,58	135,49
293,80	123,37
294,01	141,31
294,22	130,17
294,43	130,66
294,65	125,17
294,86	150,89
295,07	145,57
295,28	125,09
295,50	122,80
295,71	125,50
295,92	158,19
296,13	135,25
296,35	135,08
296,56	139,75
296,77	150,24
296,98	145,73
297,20	139,51
297,41	162,20
297,62	150,48
297,83	161,79
298,05	158,27
298,26	153,52
298,47	165,31
298,68	160,31
298,89	157,04
299,11	160,89
299,32	162,94
299,53	169,98
299,74	157,61
299,96	181,12
300,17	179,81
300,38	165,07
300,59	161,87
300,81	183,42
301,02	181,04
301,23	189,48
301,44	174,16
301,65	191,36
301,87	192,67
302,08	193,82
302,29	195,62
302,50	204,71
302,72	203,16
302,93	232,73
303,14	223,80
303,35	234,53
303,56	238,14
303,78	243,05
303,99	236,50
304,20	251,57
304,41	268,28
304,62	264,11
304,84	285,24
305,05	278,11
305,26	296,22
305,47	311,54
305,68	336,11
305,90	313,18
306,11	309,82
306,32	359,05
306,53	368,88
306,74	373,80
306,96	404,02
307,17	422,95
307,38	470,62
307,59	483,07
307,80	484,22
308,02	517,07
308,23	515,51
308,44	551,89
308,65	574,74
308,86	609,48
309,08	628,73
309,29	680,99
309,50	717,85
309,71	764,55
309,92	831,88
310,13	925,52
310,35	978,77
310,56	1084,93
310,77	1118,11
310,98	1158,00
